id,LHNo,Subject:,Date,Tags,Description
278,75-0255,,,church interior; organ; group portrait; formal gathering; black and white photograph,"A large formal group photograph taken inside a church, showing approximately 60-70 people of various ages arranged in rows in front of a pipe organ, with floral decorations visible in the foreground, likely documenting a church event or celebration from the mid-20th century."
279,75-0256,First Congregational Church,1912,first congregational church; corning ny; 1912; gothic revival architecture; black and white photograph,"This 1912 photograph shows the First Congregational Church in Corning, New York, featuring a prominent tall steeple, gothic-style windows, and adjacent residential structures, with bare trees and wooden fencing visible in the foreground."
280,75-0257,"Episcopal Church, Corning, N.Y.",1915,episcopal church; corning new york; stone architecture; gothic revival; early 1900s photograph,"This black and white photograph shows the Episcopal and Methodist Church in Corning, N.Y., a Gothic Revival stone structure with a prominent tower, arched windows, and decorative architectural details, surrounded by bare trees and neighboring buildings circa 1915."
281,75-0258,First Congregational Church,1912,first congregational church; corning new york; brick church building; bare trees; early 1900s architecture,"A black and white photograph from 1912 showing the First Congregational Church in Corning, N.Y., a brick Gothic Revival structure with a tall tower, arched windows, and front porch, surrounded by bare trees and a wooden fence."
282,75-0259,,,methodist church; painted post ny; white wooden church; bare trees; black and white photograph,"A black and white photograph showing the Methodist Church in Painted Post, New York, a white wooden structure with a tall steeple, flanked by bare trees along a tree-lined street with residential buildings visible in the background."
283,75-0260,"Episcopal Church, Corning, N.Y.",1910,episcopal church; corning new york; stone architecture; early 1900s; bare trees,"A black and white photograph from 1910 showing the Episcopal Church in Corning, N.Y., a stone Gothic Revival structure with a distinctive spired tower, alongside the Methodist Church, both featuring period architecture with bare trees visible in the winter scene."
284,75-0264,Corning Leader Typists,1930,corning leader; typists; office; typewriters; 1930s black and white photograph,A 1930 photograph from the Corning Leader newspaper office showing multiple female typists working at typewriters in a large office space with bright windows.
285,75-0265,,,pastoral pond; residential buildings; church steeple; rural landscape; black and white photograph,"A black and white photograph showing a pastoral pond in the foreground with handwritten captions reading ""Painted Pond"" and ""The Hillside View,"" depicting a rural residential area with houses, a church steeple, and bare trees characteristic of early-to-mid 20th century Corning, New York."
286,75-0266,Floods,1972,flood damage; white house; debris; 1972 flood; black and white photograph,"A white single-story residential house is shown damaged and displaced by flood debris, with wooden beams and wreckage scattered in front of it, documenting the destruction from the 1972 Corning, NY flood."
287,75-0267,Floods,1972,flooded street; corning glass center; jones pontiac; damaged automobiles; 1972 flood,"A black and white photograph showing a flooded Corning, NY street during the 1972 flood, with a ""Corning Glass Center"" directional sign in the foreground, submerged vehicles near Jones Pontiac Co., and utility poles visible in the floodwaters."
288,75-0268,Corning Glass Works Floods,1972,corning glass works; flood damage; industrial building; debris; black and white photograph,"This black and white photograph shows flood damage at the Corning Glass Works facility in 1972, with Corning-branded industrial trucks or loading docks partially submerged and surrounded by flood debris and sediment scattered across the ground."
289,75-0268,Floods,1972,corning glass works; flood damage; industrial building; debris; black and white photograph,"This black and white photograph shows flood damage at the Corning Glass Works facility in 1972, with Corning-branded industrial trucks or loading docks partially submerged and surrounded by flood debris and sediment scattered across the ground."
290,75-0269,,,portrait; man; outdoor; tree; black and white photograph,"A black and white photograph of a man in work clothes and a belt standing against a large tree trunk, with a reference number visible at the bottom of the image."
291,75-0270,Albert Agett,1918,portrait photograph; man; profile view; 1918; black and white,"A black and white portrait photograph from 1918 showing Albert Agett in profile view, featuring a decorative oval mat border typical of early 20th-century portraiture."
292,75-0271,,,military portrait; U.S.R. uniform; officer; early 20th century; black and white photograph,"A black and white portrait photograph of a U.S. military officer wearing a formal uniform with ""U.S.R."" visible on the collar, bearing a Corning, NY archive stamp with a decorative banner in the upper right corner."
293,75-0272,,,military portrait; uniform; officer; world war era; black and white photograph,"A black and white portrait photograph of a military officer wearing a campaign hat and uniform with visible insignia and a U.S. button, shown in profile view against a dark background."
294,75-0273,Haddon Buckland,1918,portrait photograph; black and white; man; 1918; oval frame,"A black and white portrait photograph from 1918 showing Haddon Buckland in an oval-framed composition, depicting a man in profile view wearing formal attire typical of the early 20th century."
295,75-0274,,,portrait photograph; man; black and white; early 20th century; new york american newspaper,"A formal black and white portrait photograph of a man in profile, framed in a circular mat with ""New York American"" newspaper masthead visible at the bottom and the number ""6"" marked on the frame."
